,ID,Name,Height,Birthday
393,/players/o/okogijo01.html,"
Josh Okogie
",76,1998-09-01
394,/players/p/pargoje01.html,"
Jeremy Pargo
",74,1986-03-17
395,/players/k/kennalu01.html,"
Luke Kennard
",77,1996-06-24
396,/players/k/kornelu01.html,"
Luke Kornet
",86,1995-07-15
397,/players/l/leaftj01.html,"
T.J. Leaf
",82,1997-04-30
398,/players/m/morrima03.html,"
Marcus Morris
",80,1989-09-02
399,/players/j/johnsty01.html,"
Tyler Johnson
",75,1992-05-07
400,/players/h/huntede01.html,"
De'Andre Hunter
",79,1997-12-02
401,/players/g/georgpa01.html,"
Paul George
",80,1990-05-02
402,/players/d/doziepj01.html,"
PJ Dozier
",78,1996-10-25
403,/players/c/covinro01.html,"
Robert Covington
",79,1990-12-14
404,/players/m/millema01.html,"
Malcolm Miller
",79,1993-03-06
405,/players/g/goodwbr01.html,"
Brandon Goodwin
",72,1995-10-02
406,/players/f/foxde01.html,"
De'Aaron Fox
",75,1997-12-20
407,/players/w/wadede01.html,"
Dean Wade
",81,1996-11-20
408,/players/t/thornsi01.html,"
Sindarius Thornwell
",77,1994-11-15
409,/players/m/motlejo01.html,"
Johnathan Motley
",80,1995-05-04
410,/players/t/toscaju01.html,"
Juan Toscano-Anderson
",78,1993-04-10
411,/players/m/mykhasv01.html,"
Sviatoslav Mykhailiuk
",79,1997-06-10
412,/players/m/mellini01.html,"
Nicolò Melli
",81,1991-01-26
413,/players/b/brownst02.html,"
Sterling Brown
",77,1995-02-10
414,/players/w/willizi01.html,"
Zion Williamson
",78,2000-07-06
415,/players/f/finnedo01.html,"
Dorian Finney-Smith
",79,1993-05-04
416,/players/r/rubiori01.html,"
Ricky Rubio
",75,1990-10-21
417,/players/w/woodch01.html,"
Christian Wood
",82,1995-09-27
418,/players/w/wrighde01.html,"
Delon Wright
",77,1992-04-26
419,/players/r/randlch01.html,"
Chasson Randle
",74,1993-02-05
420,/players/s/spellom01.html,"
Omari Spellman
",80,1997-07-21
421,/players/l/lecquja01.html,"
Jalen Lecque
",75,2000-06-13
422,/players/d/dudleja01.html,"
Jared Dudley
",78,1985-07-10
423,/players/h/haywago01.html,"
Gordon Hayward
",79,1990-03-23
424,/players/c/clarkbr01.html,"
Brandon Clarke
",80,1996-09-19
425,/players/m/murraja01.html,"
Jamal Murray
",76,1997-02-23
426,/players/o/onimi01.html,"
Miye Oni
",77,1997-08-04
427,/players/c/curryst01.html,"
Stephen Curry
",75,1988-03-14
428,/players/s/scottmi01.html,"
Mike Scott
",79,1988-07-16
429,/players/b/bridgmi02.html,"
Miles Bridges
",78,1998-03-21
430,/players/r/rosste01.html,"
Terrence Ross
",78,1991-02-05
431,/players/j/johnsja01.html,"
James Johnson
",79,1987-02-20
432,/players/s/sefolth01.html,"
Thabo Sefolosha
",78,1984-05-02
433,/players/p/pattoju01.html,"
Justin Patton
",83,1997-06-14
434,/players/m/mudiaem01.html,"
Emmanuel Mudiay
",75,1996-03-05
435,/players/f/feliccr01.html,"
Cristiano Felício
",82,1992-07-07
436,/players/h/holidju01.html,"
Justin Holiday
",78,1989-04-05
437,/players/w/willima02.html,"
Marvin Williams
",80,1986-06-19
438,/players/g/greenda02.html,"
Danny Green
",78,1987-06-22
439,/players/c/chealjo01.html,"
Joe Chealey
",75,1995-11-01
440,/players/v/vandeja01.html,"
Jarred Vanderbilt
",81,1999-04-03
441,/players/l/lillada01.html,"
Damian Lillard
",74,1990-07-15
442,/players/s/smithde03.html,"
Dennis Smith Jr.
",74,1997-11-25
443,/players/t/thybuma01.html,"
Matisse Thybulle
",77,1997-03-04
444,/players/c/cancavl01.html,"
Vlatko Čančar
",80,1997-04-10
445,/players/j/jacksre01.html,"
Reggie Jackson
",75,1990-04-16
446,/players/s/shumpim01.html,"
Iman Shumpert
",77,1990-06-26
447,/players/c/colliza01.html,"
Zach Collins
",83,1997-11-19
448,/players/g/gordoaa01.html,"
Aaron Gordon
",80,1995-09-16
449,/players/b/bertada01.html,"
Dāvis Bertāns
",82,1992-11-12
450,/players/s/simonan01.html,"
Anfernee Simons
",75,1999-06-08
451,/players/e/edwarca01.html,"
Carsen Edwards
",71,1998-03-12
452,/players/d/dortlu01.html,"
Luguentz Dort
",75,1999-04-19
453,/players/h/halldo01.html,"
Donta Hall
",81,1997-08-07
454,/players/c/cartewe01.html,"
Wendell Carter Jr.
",81,1999-04-16
455,/players/h/horfoal01.html,"
Al Horford
",81,1986-06-03
456,/players/g/griffbl01.html,"
Blake Griffin
",81,1989-03-16
457,/players/b/bartowi01.html,"
Will Barton
",77,1991-01-06
458,/players/h/holliro01.html,"
Rondae Hollis-Jefferson
",78,1995-01-03
459,/players/b/bjeline01.html,"
Nemanja Bjelica
",82,1988-05-09
460,/players/b/brownja02.html,"
Jaylen Brown
",78,1996-10-24
461,/players/s/snellto01.html,"
Tony Snell
",78,1991-11-10
462,/players/p/poeltja01.html,"
Jakob Poeltl
",85,1995-10-15
463,/players/i/ibakase01.html,"
Serge Ibaka
",84,1989-09-18
464,/players/m/macurjp01.html,"
J.P. Macura
",77,1995-06-05
465,/players/g/greenja01.html,"
JaMychal Green
",80,1990-06-21
466,/players/r/riverau01.html,"
Austin Rivers
",75,1992-08-01
467,/players/l/lopezro01.html,"
Robin Lopez
",84,1988-04-01
468,/players/t/trentga02.html,"
Gary Trent Jr.
",77,1999-01-18
469,/players/h/hallde01.html,"
Devon Hall
",74,1995-07-07
470,/players/f/fraziti01.html,"
Tim Frazier
",72,1990-11-01
471,/players/m/mikaer01.html,"
Eric Mika
",82,1995-01-05
472,/players/t/thomama02.html,"
Matt Thomas
",76,1994-08-04
473,/players/k/knighbr03.html,"
Brandon Knight
",74,1991-12-02
474,/players/v/valanjo01.html,"
Jonas Valančiūnas
",83,1992-05-06
475,/players/g/grahatr01.html,"
Treveon Graham
",77,1993-10-28
476,/players/p/poolejo01.html,"
Jordan Poole
",76,1999-06-19
477,/players/c/carusal01.html,"
Alex Caruso
",77,1994-02-28
478,/players/m/morgaju01.html,"
Juwan Morgan
",80,1997-04-17
479,/players/o/owensta01.html,"
Tariq Owens
",82,1995-06-30
480,/players/a/anunoog01.html,"
OG Anunoby
",79,1997-07-17
481,/players/w/watertr01.html,"
Tremont Waters
",70,1998-01-10
482,/players/p/porteke02.html,"
Kevin Porter Jr.
",76,2000-05-04
483,/players/f/frazime01.html,"
Melvin Frazier
",77,1996-08-30
484,/players/l/laymaja01.html,"
Jake Layman
",80,1994-03-07
485,/players/m/mcderdo01.html,"
Doug McDermott
",79,1992-01-03
486,/players/d/dienggo01.html,"
Gorgui Dieng
",82,1990-01-18
487,/players/m/mannte01.html,"
Terance Mann
",77,1996-10-18
488,/players/r/reidna01.html,"
Naz Reid
",81,1999-08-26
489,/players/m/monkma01.html,"
Malik Monk
",75,1998-02-04
490,/players/n/nowelja01.html,"
Jaylen Nowell
",76,1999-07-09
491,/players/f/fergute01.html,"
Terrance Ferguson
",78,1998-05-17
492,/players/y/youngtr01.html,"
Trae Young
",73,1998-09-19
493,/players/t/tollian01.html,"
Anthony Tolliver
",80,1985-06-01
494,/players/n/nancela02.html,"
Larry Nance Jr.
",79,1993-01-01
495,/players/n/netora01.html,"
Raul Neto
",73,1992-05-19
496,/players/a/antetth01.html,"
Thanasis Antetokounmpo
",78,1992-07-18
497,/players/h/harteis01.html,"
Isaiah Hartenstein
",84,1998-05-05
498,/players/b/butleji01.html,"
Jimmy Butler
",79,1989-09-14
499,/players/h/hernawi01.html,"
Willy Hernangómez
",83,1994-05-27
500,/players/b/bookede01.html,"
Devin Booker
",77,1996-10-30
501,/players/w/washipj01.html,"
P.J. Washington
",79,1998-08-23
502,/players/h/hannadu01.html,"
Dusty Hannahs
",75,1993-09-02
503,/players/p/princta02.html,"
Taurean Prince
",79,1994-03-22
504,/players/f/forbebr01.html,"
Bryn Forbes
",74,1993-07-23
505,/players/l/lavinza01.html,"
Zach LaVine
",78,1995-03-10
506,/players/b/bowenbr02.html,"
Brian Bowen
",78,1998-10-02
507,/players/m/muscami01.html,"
Mike Muscala
",82,1991-07-01
508,/players/w/westbru01.html,"
Russell Westbrook
",75,1988-11-12
509,/players/i/iwundwe01.html,"
Wesley Iwundu
",78,1994-12-20
510,/players/l/leeda03.html,"
Damion Lee
",77,1992-10-21
511,/players/m/mccawpa01.html,"
Patrick McCaw
",79,1995-10-25
512,/players/h/hasleud01.html,"
Udonis Haslem
",80,1980-06-09
513,/players/c/conlemi01.html,"
Mike Conley
",73,1987-10-11
514,/players/l/lenal01.html,"
Alex Len
",84,1993-06-16
515,/players/l/labissk01.html,"
Skal Labissière
",82,1996-03-18
516,/players/b/bazleda01.html,"
Darius Bazley
",80,2000-06-12
517,/players/p/plumlma01.html,"
Mason Plumlee
",83,1990-03-05
518,/players/t/thomptr01.html,"
Tristan Thompson
",81,1991-03-13
519,/players/y/youngth01.html,"
Thaddeus Young
",80,1988-06-21
520,/players/d/dedmode01.html,"
Dewayne Dedmon
",84,1989-08-12
521,/players/h/hoardja01.html,"
Jaylen Hoard
",80,1999-03-30
522,/players/h/holidaa01.html,"
Aaron Holiday
",72,1996-09-30
523,/players/c/clemoch01.html,"
Chris Clemons
",69,1997-07-23
524,/players/k/klebima01.html,"
Maxi Kleber
",82,1992-01-29
525,/players/h/hensojo01.html,"
John Henson
",81,1990-12-28
526,/players/b/bradlto01.html,"
Tony Bradley
",82,1998-01-08
527,/players/o/okpalkz01.html,"
KZ Okpala
",80,1999-04-28
528,/players/o/oubreke01.html,"
Kelly Oubre Jr.
",79,1995-12-09
